date,home_price,construction_price,new_houses_owned,disposable_inc,unemp_rate,interest_rates,cp_index,working_population,housing_sub,percent_population,gdp_per_cap,median_income
2021-05-01,253.474,305.9,1337.0,15790.4,5.8,0.06,268.444,205601075.415017,45.296,82.94333333333334,58951.0,70784.0
2021-06-01,258.423,315.7,1298.0,15708.6,5.9,0.08,270.559,205363239.188096,45.296,82.96091666666668,59060.0,70784.0
2021-07-01,262.956,313.542,1361.0,15821.9,5.4,0.1,271.764,205331562.142142,45.296,82.9785,59169.0,70784.0
2021-08-01,267.005,313.083,1312.0,15802.4,5.2,0.09,272.87,205351751.127088,45.296,82.99608333333333,59485.0,70784.0
2021-09-01,270.523,317.136,1232.0,15580.2,4.8,0.08,274.028,205484117.65858305,45.296,83.01366666666667,59801.0,70784.0
2021-10-01,273.931,322.12,1259.0,15584.9,4.5,0.08,276.522,205387307.985105,45.296,83.03125,60117.0,70784.0
2021-11-01,277.284,328.94,1389.0,15543.5,4.2,0.08,278.711,205359963.62291,45.296,83.04883333333333,60023.333333333336,70784.0
2021-12-01,281.266,335.032,1337.0,15483.6,3.9,0.08,280.887,205310712.77856895,45.296,83.06641666666667,59929.666666666664,70784.0
2022-01-01,285.708,345.742,1256.0,15137.7,4.0,0.08,282.599,207093740.018198,45.296,83.084,59836.0,70784.0
2022-02-01,290.795,343.583,1371.0,15125.6,3.8,0.08,284.61,207089316.787788,45.296,83.084,59786.666666666664,70784.0
2022-03-01,296.271,345.852,1356.0,15064.1,3.6,0.2,287.472,206999938.04118,45.296,83.084,59737.333333333336,70784.0
2022-04-01,300.625,343.786,1361.0,15055.2,3.6,0.33,288.611,207059872.45869905,45.296,83.084,59688.0,70784.0
2022-05-01,303.904,353.015,1446.0,15036.4,3.6,0.77,291.268,207271740.520427,45.296,83.084,59818.666666666664,70784.0
2022-06-01,304.817,349.8,1392.0,14973.1,3.6,1.21,294.728,207401445.395108,45.296,83.084,59949.333333333336,70784.0
2022-07-01,304.108,346.79,1396.0,15100.2,3.5,1.68,294.628,207420666.162517,45.296,83.084,60080.0,70784.0
2022-08-01,301.638,342.753,1355.0,15149.6,3.7,2.33,295.32,207387036.061424,45.296,83.084,60178.666666666664,70784.0
2022-09-01,299.443,336.464,1438.0,15172.2,3.5,2.56,296.539,207471745.25549,45.296,83.084,60277.333333333336,70784.0
2022-10-01,299.017,333.796,1348.0,15218.9,3.7,3.08,297.987,207457692.598654,45.296,83.084,60376.0,70784.0
2022-11-01,298.232,330.369,1543.0,15238.7,3.6,3.78,298.598,207513059.336145,45.296,83.084,60454.333333333336,70784.0
2022-12-01,297.189,326.449,1390.0,15250.6,3.5,4.1,298.99,207509052.236326,45.296,83.084,60532.666666666664,70784.0
2023-01-01,296.601,327.338,1377.0,15504.7,3.4,4.33,300.536,208124162.297136,45.296,83.084,60611.0,70784.0
2023-02-01,296.958,330.532,1577.0,15545.3,3.6,4.57,301.648,208233187.57934695,45.296,83.084,60691.333333333336,70784.0
2023-03-01,298.21,331.729,1528.0,15598.6,3.5,4.65,301.808,208273252.009758,45.296,83.084,60771.666666666664,70784.0
2023-04-01,300.214,333.549,1416.0,15633.0,3.4,4.83,302.918,208386960.240031,45.296,83.084,60852.0,70784.0
2023-05-01,302.657,338.154,1534.0,15697.7,3.7,5.06,303.294,208611614.288991,45.296,83.084,60852.0,70784.0
